distancia_cm,voltaje_v
9.50,0.6004
9.50,0.6020
9.50,0.5859
9.50,0.5891
9.50,0.5996
9.50,0.6012
9.50,0.6020
9.50,0.5996
9.50,0.6028
9.50,0.5988
9.50,0.5988
9.50,0.6044
9.50,0.6052
9.50,0.5988
9.50,0.6004
9.50,0.6004
9.50,0.6036
9.50,0.5988
9.50,0.6100
9.50,0.5988
9.50,0.6108
9.50,0.5955
9.50,0.6036
9.50,0.6020
9.50,0.6036
9.50,0.5931
9.50,0.6036
9.50,0.6052
9.50,0.5988
9.50,0.5988
9.50,0.6044
9.50,0.6084
9.50,0.5996
9.50,0.6004
9.50,0.6044
9.50,0.6028
9.50,0.6108
9.50,0.6036
9.50,0.6020
9.50,0.6004
9.50,0.5955
9.50,0.5988
9.50,0.5907
9.50,0.6004
9.50,0.6036
9.50,0.6020
9.50,0.5988
9.50,0.5971
9.50,0.5971
9.50,0.6012
9.50,0.6004
9.50,0.6012
9.50,0.5988
9.50,0.5988
10.00,0.5762
10.00,0.5826
10.00,0.5859
10.00,0.5859
10.00,0.5915
10.00,0.5907
10.00,0.5923
10.00,0.5834
10.00,0.5867
10.00,0.5859
10.00,0.5834
10.00,0.5842
10.00,0.5859
10.00,0.5867
10.00,0.5859
10.00,0.5778
10.00,0.5826
10.00,0.5770
10.00,0.5859
10.00,0.5802
10.00,0.5762
10.00,0.5778
10.00,0.5907
10.00,0.5842
10.00,0.5842
10.00,0.5842
10.00,0.5794
10.00,0.5826
10.00,0.5851
10.00,0.5875
10.00,0.5859
10.00,0.5891
10.00,0.5810
10.00,0.5826
10.00,0.5826
10.00,0.5915
10.00,0.5859
10.00,0.5794
10.00,0.5842
10.00,0.5891
10.00,0.5818
10.00,0.5834
10.00,0.5875
10.00,0.5649
10.00,0.5842
10.00,0.5842
10.00,0.5867
10.00,0.5826
10.00,0.5859
10.00,0.5810
10.00,0.5867
10.00,0.5794
10.00,0.5842
10.00,0.5826
10.00,0.5762
10.00,0.5826
10.00,0.5875
10.00,0.5810
10.00,0.5963
10.00,0.6253
10.00,0.5834
10.00,0.5746
10.00,0.5859
10.00,0.5875
10.00,0.5851
10.00,0.5802
10.00,0.5834
10.00,0.5883
10.00,0.5842
10.00,0.5818
10.00,0.5794
10.00,0.5802
10.00,0.5859
10.00,0.5842
10.00,0.5834
10.00,0.5842
10.00,0.5947
10.00,0.5851
10.00,0.5859
10.00,0.5907
10.00,0.5851
10.00,0.5826
10.00,0.5834
10.00,0.5891
10.00,0.5867
10.00,0.5810
10.00,0.5842
10.00,0.5826
10.00,0.5826
10.00,0.5818
10.00,0.5867
10.00,0.5738
10.00,0.5907
10.00,0.5786
10.00,0.5842
10.00,0.5891
10.00,0.5891
10.00,0.5810
10.00,0.5867
10.00,0.5842
10.50,0.5560
10.50,0.5585
10.50,0.5641
10.50,0.5738
10.50,0.5649
10.50,0.5585
10.50,0.5633
10.50,0.5649
10.50,0.5641
10.50,0.5601
10.50,0.5601
10.50,0.5601
10.50,0.5649
10.50,0.5633
10.50,0.5617
10.50,0.5665
10.50,0.5633
10.50,0.5585
10.50,0.5577
10.50,0.5665
10.50,0.5609
10.50,0.5617
10.50,0.5601
10.50,0.5657
10.50,0.5625
10.50,0.5609
10.50,0.5585
10.50,0.5609
10.50,0.5585
10.50,0.5625
10.50,0.5585
10.50,0.5746
10.50,0.5633
10.50,0.5601
10.50,0.5601
10.50,0.5665
10.50,0.5601
10.50,0.5730
10.50,0.5625
10.50,0.5633
10.50,0.5665
10.50,0.5738
10.50,0.5577
10.50,0.5585
10.50,0.5520
10.50,0.5617
10.50,0.5609
10.50,0.5657
10.50,0.5617
10.50,0.5649
10.50,0.5617
10.50,0.5641
10.50,0.5585
10.50,0.5601
10.50,0.5649
10.50,0.5568
10.50,0.5633
10.50,0.5617
10.50,0.5649
10.50,0.5617
10.50,0.5577
10.50,0.5601
10.50,0.5778
10.50,0.5649
10.50,0.5617
10.50,0.5633
10.50,0.5722
10.50,0.5633
10.50,0.5585
10.50,0.5528
10.50,0.5673
10.50,0.5633
10.50,0.5601
10.50,0.5649
10.50,0.5641
10.50,0.5601
10.50,0.5585
10.50,0.5625
10.50,0.5633
10.50,0.5665
10.50,0.5601
10.50,0.5601
10.50,0.5568
10.50,0.5617
10.50,0.5641
10.50,0.5633
10.50,0.5568
10.50,0.5617
10.50,0.5568
10.50,0.5617
10.50,0.5649
10.50,0.5601
10.50,0.5593
10.50,0.5746
10.50,0.5633
10.50,0.5665
10.50,0.5641
10.50,0.5617
10.50,0.5657
10.50,0.5625
11.00,0.5254
11.00,0.5270
11.00,0.5262
11.00,0.5246
11.00,0.5238
11.00,0.5246
11.00,0.5311
11.00,0.5295
11.00,0.5214
11.00,0.5415
11.00,0.5278
11.00,0.5335
11.00,0.5246
11.00,0.5343
11.00,0.5383
11.00,0.5456
11.00,0.5230
11.00,0.5278
11.00,0.5327
11.00,0.5262
11.00,0.5222
11.00,0.5407
11.00,0.5286
11.00,0.5407
11.00,0.5375
11.00,0.5319
11.00,0.5230
11.00,0.5303
11.00,0.5262
11.00,0.5278
11.00,0.5254
11.00,0.5262
11.00,0.5488
11.00,0.5262
11.00,0.5254
11.00,0.5391
11.00,0.5262
11.00,0.5311
11.00,0.5230
11.00,0.5262
11.00,0.5222
11.00,0.5262
11.00,0.5303
11.00,0.5440
11.00,0.5222
11.00,0.5246
11.00,0.5230
11.00,0.5407
11.00,0.5254
11.00,0.5295
11.00,0.5311
11.00,0.5230
11.00,0.5230
11.00,0.5230
11.00,0.5303
11.00,0.5246
11.00,0.5222
11.00,0.5262
11.00,0.5246
11.00,0.5230
11.00,0.5327
11.00,0.5286
11.00,0.5190
11.00,0.5133
11.00,0.5230
11.00,0.5278
11.00,0.5375
11.00,0.5343
11.00,0.5391
11.00,0.5456
11.00,0.5286
11.00,0.5456
11.00,0.5238
11.00,0.5286
11.00,0.5254
11.00,0.5262
11.00,0.5262
11.00,0.5286
11.00,0.5246
11.00,0.5407
11.00,0.5230
11.00,0.5222
11.00,0.5262
11.00,0.5149
11.00,0.5262
11.00,0.5262
11.00,0.5254
11.00,0.5254
11.00,0.5238
11.00,0.5480
11.00,0.5198
11.00,0.5311
11.00,0.5238
11.00,0.5246
11.00,0.5246
11.00,0.5311
11.00,0.5246
11.00,0.5278
11.00,0.5262
11.00,0.5278
11.50,0.5085
11.50,0.5037
11.50,0.5069
11.50,0.5053
11.50,0.5198
11.50,0.5117
11.50,0.5069
11.50,0.5021
11.50,0.5093
11.50,0.5053
11.50,0.5029
11.50,0.5021
11.50,0.5004
11.50,0.5004
11.50,0.5053
11.50,0.5061
11.50,0.4972
11.50,0.5125
11.50,0.5053
11.50,0.5101
11.50,0.5069
11.50,0.5085
11.50,0.4996
11.50,0.5069
11.50,0.5101
11.50,0.5077
11.50,0.5093
11.50,0.5004
11.50,0.5004
11.50,0.5101
11.50,0.5053
11.50,0.5021
11.50,0.5045
11.50,0.5101
11.50,0.5158
11.50,0.5053
11.50,0.5061
11.50,0.5085
11.50,0.5021
11.50,0.5021
11.50,0.5061
11.50,0.5069
11.50,0.5133
11.50,0.5141
11.50,0.5246
11.50,0.5141
11.50,0.5101
11.50,0.5117
11.50,0.5085
11.50,0.5053
11.50,0.5077
11.50,0.5085
11.50,0.5069
11.50,0.5004
11.50,0.5101
11.50,0.5085
11.50,0.5053
11.50,0.5093
11.50,0.5093
11.50,0.5029
11.50,0.4972
11.50,0.5085
11.50,0.5069
11.50,0.5085
11.50,0.5021
11.50,0.5069
11.50,0.5085
11.50,0.5069
11.50,0.5012
11.50,0.5085
11.50,0.5053
11.50,0.5053
11.50,0.5061
11.50,0.5053
11.50,0.5053
11.50,0.5021
11.50,0.5069
11.50,0.5021
11.50,0.5101
11.50,0.5004
11.50,0.5053
11.50,0.4988
11.50,0.5109
11.50,0.5069
11.50,0.5069
11.50,0.5069
11.50,0.5053
11.50,0.5004
11.50,0.5053
11.50,0.5093
11.50,0.5093
11.50,0.5029
11.50,0.5021
11.50,0.5085
11.50,0.5037
11.50,0.5069
11.50,0.5069
11.50,0.4988
11.50,0.4988
11.50,0.5085
12.00,0.5649
12.00,0.4843
12.00,0.4843
12.00,0.4900
12.00,0.4924
12.00,0.4892
12.00,0.4827
12.00,0.4875
12.00,0.4843
12.00,0.4948
12.00,0.4875
12.00,0.4795
12.00,0.4843
12.00,0.4892
12.00,0.4948
12.00,0.4900
12.00,0.5053
12.00,0.4988
12.00,0.4956
12.00,0.4884
12.00,0.4908
12.00,0.4892
12.00,0.4884
12.00,0.4859
12.00,0.4900
12.00,0.4892
12.00,0.4956
12.00,0.4875
12.00,0.4811
12.00,0.4835
12.00,0.4924
12.00,0.4875
12.00,0.4843
12.00,0.4859
12.00,0.4811
12.00,0.4859
12.00,0.4924
12.00,0.5004
12.00,0.4892
12.00,0.5754
12.00,0.4859
12.00,0.4892
12.00,0.4892
12.00,0.4875
12.00,0.4843
12.00,0.4843
12.00,0.4900
12.00,0.4851
12.00,0.4892
12.00,0.4835
12.00,0.4819
12.00,0.4908
12.00,0.4875
12.00,0.4859
12.00,0.4956
12.00,0.4964
12.00,0.4859
12.00,0.4859
12.00,0.4908
12.00,0.4835
12.00,0.4819
12.00,0.4859
12.00,0.4884
12.00,0.4875
12.00,0.4843
12.00,0.4859
12.00,0.4843
12.00,0.4900
12.00,0.4900
12.00,0.4843
12.00,0.4875
12.00,0.4875
12.00,0.4819
12.00,0.4875
12.00,0.4851
12.00,0.5021
12.00,0.4972
12.00,0.4843
12.00,0.4884
12.00,0.4859
12.00,0.4867
12.00,0.4908
12.00,0.4835
12.00,0.4867
12.00,0.4859
12.00,0.4867
12.00,0.4843
12.00,0.4811
12.00,0.4843
12.00,0.4940
12.00,0.4940
12.00,0.4859
12.00,0.4811
12.00,0.4867
12.00,0.4835
12.00,0.4892
12.00,0.4851
12.00,0.4964
12.00,0.4875
12.00,0.4884
12.50,0.4763
12.50,0.4642
12.50,0.4634
12.50,0.4690
12.50,0.4634
12.50,0.4666
12.50,0.4771
12.50,0.4795
12.50,0.4827
12.50,0.4690
12.50,0.4698
12.50,0.4706
12.50,0.4730
12.50,0.4682
12.50,0.4706
12.50,0.4811
12.50,0.4690
12.50,0.4690
12.50,0.4811
12.50,0.4666
12.50,0.4682
12.50,0.4722
12.50,0.4795
12.50,0.4682
12.50,0.4618
12.50,0.4618
12.50,0.4714
12.50,0.4714
12.50,0.4827
12.50,0.4779
12.50,0.4706
12.50,0.4626
12.50,0.4698
12.50,0.4706
12.50,0.4690
12.50,0.4618
12.50,0.4714
12.50,0.4682
12.50,0.4747
12.50,0.4706
12.50,0.4666
12.50,0.4682
12.50,0.4771
12.50,0.4634
12.50,0.4706
12.50,0.4642
12.50,0.4601
12.50,0.4714
12.50,0.4666
12.50,0.4714
12.50,0.4698
12.50,0.4730
12.50,0.4682
12.50,0.4690
12.50,0.4755
12.50,0.4706
12.50,0.4714
12.50,0.4634
12.50,0.4722
12.50,0.4706
12.50,0.4634
12.50,0.4730
12.50,0.4698
12.50,0.4682
12.50,0.4690
12.50,0.4682
12.50,0.4714
12.50,0.4642
12.50,0.4763
12.50,0.4706
12.50,0.4690
12.50,0.4706
12.50,0.4698
12.50,0.4714
12.50,0.4779
12.50,0.4706
12.50,0.4698
12.50,0.4698
12.50,0.4634
12.50,0.4666
12.50,0.4714
12.50,0.4714
12.50,0.4618
12.50,0.4698
12.50,0.4626
12.50,0.4730
12.50,0.4747
12.50,0.4714
12.50,0.4819
12.50,0.4859
12.50,0.4682
12.50,0.4698
12.50,0.4706
12.50,0.4698
12.50,0.4698
12.50,0.4690
12.50,0.4706
12.50,0.4698
12.50,0.4577
12.50,0.4682
13.00,0.4537
13.00,0.4553
13.00,0.4505
13.00,0.4489
13.00,0.4489
13.00,0.4497
13.00,0.4473
13.00,0.4505
13.00,0.4473
13.00,0.4553
13.00,0.4489
13.00,0.4569
13.00,0.4456
13.00,0.4473
13.00,0.4376
13.00,0.4440
13.00,0.4521
13.00,0.4601
13.00,0.4601
13.00,0.4569
13.00,0.4489
13.00,0.4505
13.00,0.4456
13.00,0.4489
13.00,0.4473
13.00,0.4448
13.00,0.4561
13.00,0.4553
13.00,0.4601
13.00,0.4730
13.00,0.4456
13.00,0.4489
13.00,0.4497
13.00,0.4481
13.00,0.4505
13.00,0.4505
13.00,0.4497
13.00,0.4489
13.00,0.4577
13.00,0.4481
13.00,0.4440
13.00,0.4505
13.00,0.4537
13.00,0.4553
13.00,0.4481
13.00,0.4456
13.00,0.4440
13.00,0.4481
13.00,0.4537
13.00,0.4497
13.00,0.4481
13.00,0.4489
13.00,0.4545
13.00,0.4497
13.00,0.4456
13.00,0.4489
13.00,0.4440
13.00,0.4489
13.00,0.4456
13.00,0.4489
13.00,0.4489
13.00,0.4384
13.00,0.4416
13.00,0.4545
13.00,0.4529
13.00,0.4489
13.00,0.4585
13.00,0.4634
13.00,0.4513
13.00,0.4497
13.00,0.4424
13.00,0.4505
13.00,0.4489
13.00,0.4497
13.00,0.4537
13.00,0.4489
13.00,0.4489
13.00,0.4424
13.00,0.4577
13.00,0.4513
13.00,0.4489
13.00,0.4456
13.00,0.4416
13.00,0.4440
13.00,0.4537
13.00,0.4505
13.00,0.4456
13.00,0.4448
13.00,0.4473
13.00,0.4464
13.00,0.4481
13.00,0.4489
13.00,0.4489
13.00,0.4473
13.00,0.4481
13.00,0.4505
13.00,0.4601
13.00,0.4489
13.00,0.4440
13.00,0.4400
