distancia_cm,voltaje_v
9.50,0.5359
9.50,0.5440
9.50,0.5432
9.50,0.5440
9.50,0.5359
9.50,0.5415
9.50,0.5448
9.50,0.5512
9.50,0.5472
9.50,0.5399
9.50,0.5456
9.50,0.5440
9.50,0.5472
9.50,0.5472
9.50,0.5375
9.50,0.5407
9.50,0.5343
9.50,0.5375
9.50,0.5504
9.50,0.5488
9.50,0.5448
9.50,0.5375
9.50,0.5480
9.50,0.5391
9.50,0.5407
9.50,0.5456
9.50,0.5359
9.50,0.5383
9.50,0.5423
9.50,0.5391
9.50,0.5391
9.50,0.5440
9.50,0.5407
9.50,0.5391
9.50,0.5407
9.50,0.5391
9.50,0.5440
9.50,0.5407
9.50,0.5456
9.50,0.5407
9.50,0.5520
9.50,0.5520
9.50,0.5472
9.50,0.5407
9.50,0.5472
9.50,0.5456
9.50,0.5472
9.50,0.5415
9.50,0.5343
9.50,0.5375
9.50,0.5391
9.50,0.5440
9.50,0.5415
9.50,0.5464
10.00,0.4972
10.00,0.4940
10.00,0.5004
10.00,0.4988
10.00,0.5117
10.00,0.5029
10.00,0.5021
10.00,0.4988
10.00,0.5061
10.00,0.5053
10.00,0.5053
10.00,0.5021
10.00,0.4996
10.00,0.5077
10.00,0.5311
10.00,0.5061
10.00,0.4988
10.00,0.5085
10.00,0.5037
10.00,0.5021
10.00,0.4988
10.00,0.5021
10.00,0.4996
10.00,0.5101
10.00,0.4988
10.00,0.5101
10.00,0.4996
10.00,0.5133
10.00,0.5053
10.00,0.5101
10.00,0.5021
10.00,0.5037
10.00,0.4980
10.00,0.5053
10.00,0.4972
10.00,0.5117
10.00,0.5085
10.00,0.5101
10.00,0.5037
10.00,0.4972
10.00,0.5117
10.00,0.5069
10.00,0.5021
10.00,0.5061
10.00,0.5077
10.00,0.5061
10.00,0.5101
10.00,0.4956
10.00,0.5085
10.00,0.5085
10.00,0.5117
10.00,0.5085
10.00,0.4972
10.00,0.5214
10.00,0.5085
10.00,0.5069
10.00,0.5069
10.00,0.5085
10.00,0.5053
10.00,0.5012
10.00,0.5069
10.00,0.5029
10.00,0.4972
10.00,0.5311
10.00,0.5004
10.00,0.4956
10.00,0.5029
10.00,0.5053
10.00,0.5085
10.00,0.5085
10.00,0.5077
10.00,0.5045
10.00,0.5004
10.00,0.5085
10.00,0.5327
10.00,0.5021
10.00,0.5101
10.00,0.5117
10.00,0.4988
10.00,0.5085
10.00,0.4972
10.00,0.5085
10.00,0.4988
10.00,0.4988
10.00,0.5029
10.00,0.5085
10.00,0.5117
10.00,0.5101
10.00,0.5029
10.00,0.5004
10.00,0.5093
10.00,0.5343
10.00,0.5093
10.00,0.5085
10.00,0.5133
10.00,0.5198
10.00,0.5061
10.00,0.5004
10.00,0.5085
10.00,0.5093
10.50,0.4795
10.50,0.4843
10.50,0.4835
10.50,0.4867
10.50,0.4827
10.50,0.4875
10.50,0.4900
10.50,0.4924
10.50,0.4875
10.50,0.4851
10.50,0.4795
10.50,0.4843
10.50,0.4811
10.50,0.4851
10.50,0.4835
10.50,0.4827
10.50,0.4843
10.50,0.4763
10.50,0.4924
10.50,0.4892
10.50,0.4892
10.50,0.4875
10.50,0.4892
10.50,0.4811
10.50,0.4875
10.50,0.4859
10.50,0.4827
10.50,0.4859
10.50,0.4900
10.50,0.4843
10.50,0.4795
10.50,0.4835
10.50,0.4875
10.50,0.4859
10.50,0.4924
10.50,0.4867
10.50,0.4843
10.50,0.4892
10.50,0.4892
10.50,0.4892
10.50,0.4859
10.50,0.4835
10.50,0.4843
10.50,0.4827
10.50,0.4900
10.50,0.4940
10.50,0.4859
10.50,0.4908
10.50,0.4884
10.50,0.4803
10.50,0.4827
10.50,0.4892
10.50,0.4924
10.50,0.4875
10.50,0.4900
10.50,0.4843
10.50,0.4811
10.50,0.4859
10.50,0.4843
10.50,0.4867
10.50,0.4843
10.50,0.4811
10.50,0.4843
10.50,0.4851
10.50,0.4884
10.50,0.4884
10.50,0.4884
10.50,0.4875
10.50,0.4811
10.50,0.4859
10.50,0.4900
10.50,0.4988
10.50,0.5391
10.50,0.4827
10.50,0.4851
10.50,0.4835
10.50,0.4884
10.50,0.4867
10.50,0.4827
10.50,0.4795
10.50,0.4827
10.50,0.4843
10.50,0.4867
10.50,0.4859
10.50,0.4843
10.50,0.4851
10.50,0.4867
10.50,0.4827
10.50,0.4811
10.50,0.4803
10.50,0.4940
10.50,0.4875
10.50,0.4835
10.50,0.4843
10.50,0.4851
10.50,0.4827
10.50,0.4956
10.50,0.4803
10.50,0.4859
10.50,0.4827
11.00,0.4763
11.00,0.4666
11.00,0.4634
11.00,0.4698
11.00,0.4618
11.00,0.4634
11.00,0.4618
11.00,0.4674
11.00,0.4682
11.00,0.4601
11.00,0.4698
11.00,0.4489
11.00,0.4730
11.00,0.4642
11.00,0.4730
11.00,0.4618
11.00,0.4682
11.00,0.4698
11.00,0.4666
11.00,0.4747
11.00,0.4666
11.00,0.4634
11.00,0.4593
11.00,0.4706
11.00,0.4755
11.00,0.4585
11.00,0.4698
11.00,0.4682
11.00,0.4714
11.00,0.4666
11.00,0.4706
11.00,0.4682
11.00,0.4601
11.00,0.4601
11.00,0.4722
11.00,0.4682
11.00,0.4706
11.00,0.4682
11.00,0.4698
11.00,0.4666
11.00,0.4738
11.00,0.4682
11.00,0.4714
11.00,0.4730
11.00,0.4666
11.00,0.4634
11.00,0.4714
11.00,0.4730
11.00,0.4682
11.00,0.4634
11.00,0.4690
11.00,0.4634
11.00,0.4634
11.00,0.4698
11.00,0.4634
11.00,0.4601
11.00,0.4682
11.00,0.4714
11.00,0.4601
11.00,0.4698
11.00,0.4601
11.00,0.4747
11.00,0.4682
11.00,0.4618
11.00,0.4634
11.00,0.4698
11.00,0.4618
11.00,0.4682
11.00,0.4618
11.00,0.4634
11.00,0.4634
11.00,0.4747
11.00,0.4682
11.00,0.4698
11.00,0.4730
11.00,0.4690
11.00,0.4585
11.00,0.4698
11.00,0.4634
11.00,0.4722
11.00,0.4706
11.00,0.4553
11.00,0.4618
11.00,0.4730
11.00,0.4706
11.00,0.4698
11.00,0.4569
11.00,0.4779
11.00,0.4698
11.00,0.4698
11.00,0.4698
11.00,0.4730
11.00,0.4730
11.00,0.4682
11.00,0.4747
11.00,0.4698
11.00,0.4795
11.00,0.4730
11.00,0.4634
11.00,0.4618
11.50,0.4537
11.50,0.4440
11.50,0.4456
11.50,0.4473
11.50,0.4497
11.50,0.4569
11.50,0.4432
11.50,0.4505
11.50,0.4456
11.50,0.4505
11.50,0.4569
11.50,0.4537
11.50,0.4416
11.50,0.4521
11.50,0.4464
11.50,0.4577
11.50,0.4505
11.50,0.4561
11.50,0.4448
11.50,0.4448
11.50,0.4505
11.50,0.4489
11.50,0.4440
11.50,0.4473
11.50,0.4505
11.50,0.4553
11.50,0.4489
11.50,0.4505
11.50,0.4473
11.50,0.4505
11.50,0.4376
11.50,0.4424
11.50,0.4424
11.50,0.4505
11.50,0.4513
11.50,0.4505
11.50,0.4497
11.50,0.4529
11.50,0.4505
11.50,0.4505
11.50,0.4448
11.50,0.4473
11.50,0.4473
11.50,0.4537
11.50,0.4424
11.50,0.4505
11.50,0.4489
11.50,0.4440
11.50,0.4440
11.50,0.4473
11.50,0.4513
11.50,0.4400
11.50,0.4489
11.50,0.4505
11.50,0.4489
11.50,0.4473
11.50,0.4682
11.50,0.4513
11.50,0.4481
11.50,0.4505
11.50,0.4513
11.50,0.4593
11.50,0.4505
11.50,0.4416
11.50,0.4473
11.50,0.4489
11.50,0.4473
11.50,0.4440
11.50,0.4424
11.50,0.4416
11.50,0.4456
11.50,0.4489
11.50,0.4505
11.50,0.4424
11.50,0.4537
11.50,0.4440
11.50,0.4505
11.50,0.4513
11.50,0.4473
11.50,0.4521
11.50,0.4473
11.50,0.4384
11.50,0.4497
11.50,0.4424
11.50,0.4553
11.50,0.4481
11.50,0.4505
11.50,0.4513
11.50,0.4505
11.50,0.4456
11.50,0.4456
11.50,0.4456
11.50,0.4473
11.50,0.4424
11.50,0.4481
11.50,0.4505
11.50,0.4537
11.50,0.4569
11.50,0.4424
11.50,0.4440
12.00,0.4464
12.00,0.4448
12.00,0.4448
12.00,0.4456
12.00,0.4440
12.00,0.4408
12.00,0.4489
12.00,0.4416
12.00,0.4489
12.00,0.4448
12.00,0.4344
12.00,0.4376
12.00,0.4360
12.00,0.4456
12.00,0.4424
12.00,0.4448
12.00,0.4448
12.00,0.4408
12.00,0.4408
12.00,0.4456
12.00,0.4473
12.00,0.4424
12.00,0.4440
12.00,0.4489
12.00,0.4424
12.00,0.4360
12.00,0.4489
12.00,0.4352
12.00,0.4440
12.00,0.4376
12.00,0.4376
12.00,0.4424
12.00,0.4424
12.00,0.4456
12.00,0.4456
12.00,0.4392
12.00,0.4521
12.00,0.4440
12.00,0.4408
12.00,0.4424
12.00,0.4416
12.00,0.4481
12.00,0.4360
12.00,0.4360
12.00,0.4408
12.00,0.4424
12.00,0.4440
12.00,0.4440
12.00,0.4360
12.00,0.4424
12.00,0.4344
12.00,0.4424
12.00,0.4448
12.00,0.4489
12.00,0.4473
12.00,0.4384
12.00,0.4489
12.00,0.4440
12.00,0.4400
12.00,0.4456
12.00,0.4416
12.00,0.4456
12.00,0.4376
12.00,0.4424
12.00,0.4497
12.00,0.4473
12.00,0.4408
12.00,0.4408
12.00,0.4360
12.00,0.4440
12.00,0.4448
12.00,0.4360
12.00,0.4384
12.00,0.4384
12.00,0.4376
12.00,0.4448
12.00,0.4489
12.00,0.4408
12.00,0.4448
12.00,0.4384
12.00,0.4336
12.00,0.4448
12.00,0.4456
12.00,0.4481
12.00,0.4384
12.00,0.4376
12.00,0.4400
12.00,0.4456
12.00,0.4440
12.00,0.4456
12.00,0.4408
12.00,0.4408
12.00,0.4352
12.00,0.4384
12.00,0.4344
12.00,0.4481
12.00,0.4489
12.00,0.4432
12.00,0.4456
12.00,0.4440
12.50,0.4199
12.50,0.4279
12.50,0.4303
12.50,0.4215
12.50,0.4279
12.50,0.4215
12.50,0.4303
12.50,0.4166
12.50,0.4199
12.50,0.4215
12.50,0.4247
12.50,0.4215
12.50,0.4182
12.50,0.4360
12.50,0.4199
12.50,0.4239
12.50,0.4231
12.50,0.4207
12.50,0.4190
12.50,0.4231
12.50,0.4215
12.50,0.4239
12.50,0.4207
12.50,0.4199
12.50,0.4279
12.50,0.4263
12.50,0.4279
12.50,0.4182
12.50,0.4279
12.50,0.4295
12.50,0.4263
12.50,0.4215
12.50,0.4279
12.50,0.4215
12.50,0.4190
12.50,0.4247
12.50,0.4271
12.50,0.4182
12.50,0.4166
12.50,0.4223
12.50,0.4190
12.50,0.4199
12.50,0.4231
12.50,0.4263
12.50,0.4223
12.50,0.4199
12.50,0.4279
12.50,0.4295
12.50,0.4231
12.50,0.4295
12.50,0.4231
12.50,0.4182
12.50,0.4231
12.50,0.4102
12.50,0.4199
12.50,0.4263
12.50,0.4215
12.50,0.4263
12.50,0.4287
12.50,0.4279
12.50,0.4231
12.50,0.4207
12.50,0.4215
12.50,0.4199
12.50,0.4295
12.50,0.4199
12.50,0.4182
12.50,0.4231
12.50,0.4295
12.50,0.4352
12.50,0.4231
12.50,0.4166
12.50,0.4207
12.50,0.4327
12.50,0.4199
12.50,0.4271
12.50,0.4166
12.50,0.4199
12.50,0.4247
12.50,0.4263
12.50,0.4215
12.50,0.4207
12.50,0.4263
12.50,0.4231
12.50,0.4182
12.50,0.4207
12.50,0.4215
12.50,0.4263
12.50,0.4271
12.50,0.4182
12.50,0.4231
12.50,0.4352
12.50,0.4303
12.50,0.4231
12.50,0.4215
12.50,0.4231
12.50,0.4247
12.50,0.4199
12.50,0.4279
12.50,0.4271
13.00,0.4021
13.00,0.4053
13.00,0.4021
13.00,0.4021
13.00,0.3997
13.00,0.4118
13.00,0.4053
13.00,0.4053
13.00,0.4102
13.00,0.3941
13.00,0.4037
13.00,0.3989
13.00,0.4037
13.00,0.4021
13.00,0.4029
13.00,0.3973
13.00,0.3957
13.00,0.3981
13.00,0.3973
13.00,0.4021
13.00,0.4053
13.00,0.4037
13.00,0.3989
13.00,0.4037
13.00,0.3973
13.00,0.3973
13.00,0.4053
13.00,0.4062
13.00,0.3981
13.00,0.3860
13.00,0.3973
13.00,0.4021
13.00,0.4086
13.00,0.3981
13.00,0.4021
13.00,0.3981
13.00,0.4053
13.00,0.4021
13.00,0.4053
13.00,0.4021
13.00,0.3949
13.00,0.3973
13.00,0.3957
13.00,0.4021
13.00,0.4045
13.00,0.3973
13.00,0.4110
13.00,0.4037
13.00,0.4070
13.00,0.4045
13.00,0.4053
13.00,0.3925
13.00,0.4037
13.00,0.3973
13.00,0.4029
13.00,0.4037
13.00,0.4086
13.00,0.4070
13.00,0.4053
13.00,0.3997
13.00,0.3989
13.00,0.4021
13.00,0.4021
13.00,0.4021
13.00,0.3973
13.00,0.4086
13.00,0.4182
13.00,0.4094
13.00,0.3997
13.00,0.3989
13.00,0.3957
13.00,0.4053
13.00,0.4037
13.00,0.3957
13.00,0.3957
13.00,0.4062
13.00,0.4021
13.00,0.4029
13.00,0.3989
13.00,0.4053
13.00,0.4053
13.00,0.4037
13.00,0.3941
13.00,0.3989
13.00,0.4037
13.00,0.3973
13.00,0.3973
13.00,0.4102
13.00,0.3941
13.00,0.3941
13.00,0.4021
13.00,0.4062
13.00,0.4053
13.00,0.3989
13.00,0.3997
13.00,0.4070
13.00,0.4021
13.00,0.4062
13.00,0.3989
13.00,0.4029
13.50,0.3828
13.50,0.3804
13.50,0.3860
13.50,0.3804
13.50,0.3779
13.50,0.3828
13.50,0.3796
13.50,0.3796
13.50,0.3860
13.50,0.3892
13.50,0.3812
13.50,0.3820
13.50,0.3828
13.50,0.3868
13.50,0.3828
13.50,0.3844
13.50,0.3828
13.50,0.3908
13.50,0.3763
13.50,0.3812
13.50,0.3812
13.50,0.3828
13.50,0.3876
13.50,0.3836
13.50,0.3884
13.50,0.3844
13.50,0.3892
13.50,0.3900
13.50,0.3779
13.50,0.3836
13.50,0.3804
13.50,0.3852
13.50,0.3828
13.50,0.3796
13.50,0.3796
13.50,0.3925
13.50,0.3812
13.50,0.3852
13.50,0.3836
13.50,0.3836
13.50,0.3804
13.50,0.3828
13.50,0.3892
13.50,0.3860
13.50,0.3804
13.50,0.3812
13.50,0.3763
13.50,0.3836
13.50,0.3771
13.50,0.3933
13.50,0.3844
13.50,0.3812
13.50,0.3828
13.50,0.3828
13.50,0.3820
13.50,0.3828
13.50,0.3828
13.50,0.3804
13.50,0.3844
13.50,0.3844
13.50,0.3876
13.50,0.3771
13.50,0.3852
13.50,0.3828
13.50,0.3844
13.50,0.3796
13.50,0.3836
13.50,0.3812
13.50,0.3820
13.50,0.3836
13.50,0.3892
13.50,0.3828
13.50,0.3844
13.50,0.3804
13.50,0.3844
13.50,0.3933
13.50,0.3844
13.50,0.3771
13.50,0.3796
13.50,0.3868
13.50,0.3916
13.50,0.3860
13.50,0.3860
13.50,0.3812
13.50,0.3860
13.50,0.3892
13.50,0.3796
13.50,0.3844
13.50,0.3892
13.50,0.3852
13.50,0.3812
13.50,0.3731
13.50,0.3828
13.50,0.3925
13.50,0.3828
13.50,0.3796
13.50,0.3852
13.50,0.3771
13.50,0.3844
13.50,0.3828
14.00,0.3691
14.00,0.3578
14.00,0.3586
14.00,0.3602
14.00,0.3651
14.00,0.3651
14.00,0.3667
14.00,0.3602
14.00,0.3667
14.00,0.3651
14.00,0.3667
14.00,0.3602
14.00,0.3683
14.00,0.3602
14.00,0.3667
14.00,0.3675
14.00,0.3699
14.00,0.3779
14.00,0.3651
14.00,0.3570
14.00,0.3610
14.00,0.3667
14.00,0.3651
14.00,0.3602
14.00,0.3683
14.00,0.3779
14.00,0.3691
14.00,0.3707
14.00,0.3667
14.00,0.3610
14.00,0.3675
14.00,0.3578
14.00,0.3602
14.00,0.3651
14.00,0.3699
14.00,0.3634
14.00,0.3651
14.00,0.3586
14.00,0.3578
14.00,0.3586
14.00,0.3683
14.00,0.3667
14.00,0.3699
14.00,0.3763
14.00,0.3651
14.00,0.3570
14.00,0.3667
14.00,0.3634
14.00,0.3683
14.00,0.3715
14.00,0.3602
14.00,0.3602
14.00,0.3683
14.00,0.3683
14.00,0.3667
14.00,0.3683
14.00,0.3683
14.00,0.3659
14.00,0.3505
14.00,0.3683
14.00,0.3739
14.00,0.3755
14.00,0.3675
14.00,0.3667
14.00,0.3683
14.00,0.3763
14.00,0.3578
14.00,0.3562
14.00,0.3683
14.00,0.3683
14.00,0.3667
14.00,0.3683
14.00,0.3634
14.00,0.3594
14.00,0.3699
14.00,0.3699
14.00,0.3651
14.00,0.3675
14.00,0.3667
14.00,0.3683
14.00,0.3562
14.00,0.3610
14.00,0.3602
14.00,0.3602
14.00,0.3667
14.00,0.3602
14.00,0.3602
14.00,0.3683
14.00,0.3651
14.00,0.3683
14.00,0.3634
14.00,0.3683
14.00,0.3651
14.00,0.3651
14.00,0.3651
14.00,0.3651
14.00,0.3699
14.00,0.3675
14.00,0.3699
14.00,0.3570
